id_reserva,id_cliente,nombre,apellido,mail,competencia,fecha_reserva,inicio_estancia,final_estancia,id_hotel,precio_noche,nombre_hotel,valoración,ciudad
22a3608a-1de2-40c7-8e2a-d22daf77390f,21,Perlita,Patiño,perlita.patiño@example.com,False,2025-02-02,2025-03-01,2025-03-02,5,279.28,Hotel Encanto Real,1.0,Madrid
68b36da9-eeaa-4c31-91a8-d34fcc3956c8,22,Pedro,Gallego,pedro.gallego@example.com,False,2025-02-09,2025-03-01,2025-03-02,13,332.34,Hotel Los Almendros,5.0,Madrid
b92dbe7c-4660-4e4c-9224-47cae0152bf9,23,Judith,Bellido,judith.bellido@example.com,False,2025-02-08,2025-03-01,2025-03-02,11,318.14,Hotel Palacio Imperial,5.0,Madrid
9b16fc42-a7c6-4db9-98c7-30dbf2bb72b3,24,Francisco Javier,Hierro,francisco javier.hierro@example.com,False,2025-02-02,2025-03-01,2025-03-02,14,437.34,Hotel Sol Y Luna,1.0,Madrid
65fcc15f-f4c6-492a-b191-f180ae314bea,25,Reynaldo,Lerma,reynaldo.lerma@example.com,False,2025-02-12,2025-03-01,2025-03-02,1,387.89,Hotel Monte Verde,1.0,Madrid
8a5b02f8-caa9-4917-a50d-a122c74a5c6d,26,Felicidad,Gimenez,felicidad.gimenez@example.com,False,2025-02-09,2025-03-01,2025-03-02,15,254.17,Hotel Mirador Real,5.0,Madrid
24f9a853-2cef-4fb7-8182-d4f347c772d7,27,Pía,Barba,pía.barba@example.com,False,2025-02-03,2025-03-01,2025-03-02,4,460.67,Hotel Puerta Del Cielo,5.0,Madrid
345b493b-5fcb-476c-940b-cce20444d64e,28,Amílcar,Moles,amílcar.moles@example.com,False,2025-02-05,2025-03-01,2025-03-02,8,218.25,Hotel Las Estrellas,5.0,Madrid
e9fc009e-6bbd-49a9-aaa1-499fbe5b7036,29,Blas,Galván,blas.galván@example.com,False,2025-02-11,2025-03-01,2025-03-02,1,463.31,Hotel Monte Verde,4.0,Madrid
91569bdd-8430-4537-8245-6ca66e5c95ed,30,Claudia,Miranda,claudia.miranda@example.com,False,2025-02-03,2025-03-01,2025-03-02,4,445.41,Hotel Puerta Del Cielo,2.0,Madrid
2713abaf-e02b-4e4b-9897-a6b9cd4862b5,32,Fernanda,Segarra,fernanda.segarra@example.com,False,2025-02-02,2025-03-01,2025-03-02,16,88.53,Hotel Rincón Sereno,1.0,Madrid
56aa252f-8c76-4712-a8d8-cfa844b5711a,33,Emilio,Huerta,emilio.huerta@example.com,False,2025-02-09,2025-03-01,2025-03-02,17,394.62,Hotel Vista Alegre,4.0,Madrid
67cc0893-51de-461e-bdf3-72beb87d4672,34,Bárbara,Jódar,bárbara.jódar@example.com,False,2025-02-09,2025-03-01,2025-03-02,13,169.27,Hotel Los Almendros,2.0,Madrid
728efa5a-8a5a-4e53-8b2b-349c4fcab5d9,36,Emiliano,Vergara,emiliano.vergara@example.com,False,2025-02-06,2025-03-01,2025-03-02,12,370.82,Hotel Luz De Madrid,3.0,Madrid
f4b3e94a-2476-4923-953d-1f76ad90b520,37,Marisol,Arévalo,marisol.arévalo@example.com,False,2025-02-11,2025-03-01,2025-03-02,18,253.16,Hotel Costa Azul,2.0,Madrid
166f113f-64cf-408d-b1c3-30ef155f8049,38,Ezequiel,Cuesta,ezequiel.cuesta@example.com,False,2025-02-10,2025-03-01,2025-03-02,18,314.73,Hotel Costa Azul,5.0,Madrid
b4ec52c7-ac8d-4c68-93f2-56f80786978c,39,Telmo,Bartolomé,telmo.bartolomé@example.com,False,2025-02-05,2025-03-01,2025-03-02,9,368.52,Gran Hotel Madrid,2.0,Madrid
bec6c4c5-e6bf-4115-98d2-9c2f1161b77d,40,Débora,Solé,débora.solé@example.com,False,2025-02-07,2025-03-01,2025-03-02,5,436.83,Hotel Encanto Real,5.0,Madrid
aca3e915-cf8f-4ee5-b921-f23f909f602b,42,Darío,Lasa,darío.lasa@example.com,False,2025-02-10,2025-03-01,2025-03-02,10,109.53,Hotel Torre Dorada,5.0,Madrid
47f91472-4a34-4e03-9cd2-64bbf695dcdd,44,Fausto,Santiago,fausto.santiago@example.com,False,2025-02-01,2025-03-01,2025-03-02,6,135.67,Palacio Del Sol,4.0,Madrid
4d0ca33e-6881-4eaa-8c32-caf6273e468b,45,Lorenza,Lago,lorenza.lago@example.com,False,2025-02-12,2025-03-01,2025-03-02,9,260.15,Gran Hotel Madrid,1.0,Madrid
f6149a73-99ec-46f9-ad92-c4174a564beb,48,Anunciación,Flor,anunciación.flor@example.com,False,2025-02-02,2025-03-01,2025-03-02,11,135.58,Hotel Palacio Imperial,2.0,Madrid
25efcc1f-d69a-422f-a887-3341d57c6f09,49,María Belén,Cuéllar,maría belén.cuéllar@example.com,False,2025-02-07,2025-03-01,2025-03-02,5,258.17,Hotel Encanto Real,4.0,Madrid
5e53a3e0-ed87-48e8-9742-891fe94d1025,51,Amaya,Aliaga,amaya.aliaga@example.com,False,2025-02-02,2025-03-01,2025-03-02,3,343.46,Hotel Camino Del Sol,1.0,Madrid
32aa8648-0f85-4405-86bd-ffe32c5bc3eb,53,Jose Angel,Bermúdez,jose angel.bermúdez@example.com,False,2025-02-02,2025-03-01,2025-03-02,16,232.88,Hotel Rincón Sereno,2.0,Madrid
b8fc310e-88a1-41eb-abf1-f772cf208fda,55,Berta,Casas,berta.casas@example.com,False,2025-02-02,2025-03-01,2025-03-02,12,50.96,Hotel Luz De Madrid,3.0,Madrid
9202057b-976a-4e12-980e-d45cac1a2906,57,Salud,Rocha,salud.rocha@example.com,False,2025-02-12,2025-03-01,2025-03-02,3,363.46,Hotel Camino Del Sol,4.0,Madrid
2af9827a-93df-4f5e-ac7d-bdda0c84ed31,58,Úrsula,Font,úrsula.font@example.com,False,2025-02-09,2025-03-01,2025-03-02,9,147.96,Gran Hotel Madrid,5.0,Madrid
a099af97-fd17-4374-86fe-9aae15f39bff,59,Sabas,Perea,sabas.perea@example.com,False,2025-02-06,2025-03-01,2025-03-02,9,386.58,Gran Hotel Madrid,1.0,Madrid
73b6396e-25dc-4516-9a8a-047fbdf14eb3,60,Asunción,Sanmiguel,asunción.sanmiguel@example.com,False,2025-02-02,2025-03-01,2025-03-02,19,463.71,Hotel Maravilla Real,2.0,Madrid
7d8a031b-affa-4506-8a21-36e2e298da06,61,Jafet,Baró,jafet.baró@example.com,False,2025-02-05,2025-03-01,2025-03-02,8,86.04,Hotel Las Estrellas,1.0,Madrid
4670b887-09ee-433b-afa1-556cbb1e930a,63,Adrián,Belda,adrián.belda@example.com,False,2025-02-09,2025-03-01,2025-03-02,10,103.94,Hotel Torre Dorada,2.0,Madrid
444992a6-ce95-43c1-bf32-b9ce3d754672,64,Benigno,Granados,benigno.granados@example.com,False,2025-02-01,2025-03-01,2025-03-02,13,328.71,Hotel Los Almendros,5.0,Madrid
55d863f5-efd2-47ee-b047-b786c056ccef,65,Amílcar,Murillo,amílcar.murillo@example.com,False,2025-02-01,2025-03-01,2025-03-02,7,470.61,Hotel Jardines Del Rey,3.0,Madrid
458f6999-9db0-4430-88ad-b5d91cfd6ff4,66,Jordán,Lopez,jordán.lopez@example.com,False,2025-02-09,2025-03-01,2025-03-02,4,108.89,Hotel Puerta Del Cielo,4.0,Madrid
9631e12c-9835-45fe-a21a-6271086c3452,68,Sofía,Suárez,sofía.suárez@example.com,False,2025-02-03,2025-03-01,2025-03-02,10,256.22,Hotel Torre Dorada,1.0,Madrid
ebd89c70-66d4-41d1-b218-dc9113ce6ce6,69,Ainara,Ramírez,ainara.ramírez@example.com,False,2025-02-03,2025-03-01,2025-03-02,17,277.64,Hotel Vista Alegre,3.0,Madrid
83b7096f-825e-4937-b0e2-4ec0391bc473,71,Segismundo,Solera,segismundo.solera@example.com,False,2025-02-11,2025-03-01,2025-03-02,3,120.98,Hotel Camino Del Sol,3.0,Madrid
fc781901-7248-4af2-a828-9940d73e7cd9,73,Luisa,Nicolau,luisa.nicolau@example.com,False,2025-02-10,2025-03-01,2025-03-02,3,350.53,Hotel Camino Del Sol,3.0,Madrid
dcffa24b-86dc-4814-9b26-e1264d8c3f03,74,César,Ibarra,césar.ibarra@example.com,False,2025-02-03,2025-03-01,2025-03-02,17,472.51,Hotel Vista Alegre,3.0,Madrid
16995b12-8790-4bb4-9e39-ad5eccbeb90d,75,Brunilda,Sanabria,brunilda.sanabria@example.com,False,2025-02-02,2025-03-01,2025-03-02,17,384.08,Hotel Vista Alegre,3.0,Madrid
1947713f-2d04-4f87-979d-47b803207fee,76,Gervasio,Lopez,gervasio.lopez@example.com,False,2025-02-06,2025-03-01,2025-03-02,7,372.92,Hotel Jardines Del Rey,3.0,Madrid
2e03c019-93d2-42ff-a9a4-9351952b3244,77,Sandra,Benet,sandra.benet@example.com,False,2025-02-06,2025-03-01,2025-03-02,9,457.39,Gran Hotel Madrid,1.0,Madrid
1706822e-7d2e-4287-a953-1f039ae68551,79,Calixta,Alcolea,calixta.alcolea@example.com,False,2025-02-12,2025-03-01,2025-03-02,17,200.09,Hotel Vista Alegre,3.0,Madrid
692a26ac-4f64-4e7d-aeb9-3c0ab9225d8d,80,Ángeles,Guzmán,ángeles.guzmán@example.com,False,2025-02-02,2025-03-01,2025-03-02,13,298.25,Hotel Los Almendros,5.0,Madrid
509d1ab0-6acc-4c42-b352-4d8e86dfa96d,82,Salvador,Barral,salvador.barral@example.com,False,2025-02-02,2025-03-01,2025-03-02,2,295.51,Hotel Brisas Del Mar,5.0,Madrid
02fd1dcf-b5ef-4efc-9e02-0f7ba1d641b6,83,Abilio,Portero,abilio.portero@example.com,False,2025-02-04,2025-03-01,2025-03-02,4,107.34,Hotel Puerta Del Cielo,3.0,Madrid
ca9bfa6c-1449-4239-9595-779c090af54b,85,Josefina,Torrecilla,josefina.torrecilla@example.com,False,2025-02-02,2025-03-01,2025-03-02,7,454.51,Hotel Jardines Del Rey,2.0,Madrid
5a5dd3f5-d360-4242-a827-2729e9d0fd61,86,Manu,Gelabert,manu.gelabert@example.com,False,2025-02-12,2025-03-01,2025-03-02,13,401.04,Hotel Los Almendros,5.0,Madrid
b7055550-984b-48e4-83f6-637b7f4dd78c,87,Cruz,Barrera,cruz.barrera@example.com,False,2025-02-09,2025-03-01,2025-03-02,8,439.06,Hotel Las Estrellas,4.0,Madrid
013e4092-d233-4c2f-a772-9e66270e30a4,92,Joel,Quintanilla,joel.quintanilla@example.com,False,2025-02-02,2025-03-01,2025-03-02,6,121.63,Palacio Del Sol,4.0,Madrid
286afb47-7932-4250-987a-688b472b5344,94,Aníbal,Bilbao,aníbal.bilbao@example.com,False,2025-02-06,2025-03-01,2025-03-02,11,417.45,Hotel Palacio Imperial,3.0,Madrid
d76d1cf2-0f78-4463-8fa8-51fe47c6c5ab,96,Juan Carlos,Fuente,juan carlos.fuente@example.com,False,2025-02-09,2025-03-01,2025-03-02,7,60.64,Hotel Jardines Del Rey,4.0,Madrid
6de8b910-ab44-4a14-8369-f2723da145ed,101,Ignacio,Velasco,ignacio.velasco@example.com,False,2025-02-04,2025-03-01,2025-03-02,14,199.01,Hotel Sol Y Luna,1.0,Madrid
f302dfc4-bdf4-40f0-b08c-6821d3044e5f,102,Paco,Bayona,paco.bayona@example.com,False,2025-02-11,2025-03-01,2025-03-02,15,130.35,Hotel Mirador Real,1.0,Madrid
6741430e-762d-4548-9616-fc40362e0447,103,Rafael,López,rafael.lópez@example.com,False,2025-02-02,2025-03-01,2025-03-02,1,205.55,Hotel Monte Verde,4.0,Madrid
dd64cf88-9b1f-42ec-9340-39806f5bd744,104,Perla,Mate,perla.mate@example.com,False,2025-02-08,2025-03-01,2025-03-02,10,102.03,Hotel Torre Dorada,2.0,Madrid
d7978bb9-da0f-468c-977f-2062c1262a8c,106,Olga,Marí,olga.marí@example.com,False,2025-02-12,2025-03-01,2025-03-02,3,466.5,Hotel Camino Del Sol,2.0,Madrid
49788f88-6522-4400-96c5-12757260aaeb,107,Cristóbal,Cañizares,cristóbal.cañizares@example.com,False,2025-02-04,2025-03-01,2025-03-02,1,476.98,Hotel Monte Verde,5.0,Madrid
2cb6159f-ce6f-4c76-ad5c-fb471135b3b5,110,Humberto,Novoa,humberto.novoa@example.com,False,2025-02-03,2025-03-01,2025-03-02,1,350.09,Hotel Monte Verde,4.0,Madrid
24bce2d2-a496-4d15-aa24-8796f173f0c7,111,Fabiana,Laguna,fabiana.laguna@example.com,False,2025-02-07,2025-03-01,2025-03-02,13,107.27,Hotel Los Almendros,4.0,Madrid
fe3a68d9-f2ea-4af4-9512-5d890ed26aa2,113,Teo,Lloret,teo.lloret@example.com,False,2025-02-01,2025-03-01,2025-03-02,3,185.42,Hotel Camino Del Sol,1.0,Madrid
05d40d78-a173-4044-9c72-ae9c2d8548d6,114,Nazario,Castrillo,nazario.castrillo@example.com,False,2025-02-08,2025-03-01,2025-03-02,10,243.44,Hotel Torre Dorada,5.0,Madrid
1696721f-a366-492c-8e7e-ce2bbd11e0b2,115,Juan Francisco,Cuéllar,juan francisco.cuéllar@example.com,False,2025-02-09,2025-03-01,2025-03-02,7,248.79,Hotel Jardines Del Rey,5.0,Madrid
a5ad5040-06cf-47ca-9960-553a91600ce7,118,Jessica,Company,jessica.company@example.com,False,2025-02-07,2025-03-01,2025-03-02,1,177.69,Hotel Monte Verde,1.0,Madrid
241e331b-007f-48d2-a184-7164c13d1cda,120,Eusebio,Ropero,eusebio.ropero@example.com,False,2025-02-02,2025-03-01,2025-03-02,7,151.08,Hotel Jardines Del Rey,2.0,Madrid
3fad3c2e-e8aa-437b-8c61-53c7e4b912b1,121,Mario,Pastor,mario.pastor@example.com,False,2025-02-11,2025-03-01,2025-03-02,5,492.76,Hotel Encanto Real,4.0,Madrid
6a8b8b3d-bbde-4cb9-b9d4-68029065564c,124,Paulino,Ramos,paulino.ramos@example.com,False,2025-02-12,2025-03-01,2025-03-02,17,229.83,Hotel Vista Alegre,1.0,Madrid
9a69e4c1-f738-47a9-8d37-98c04675c506,126,Jordi,Cámara,jordi.cámara@example.com,False,2025-02-12,2025-03-01,2025-03-02,18,400.28,Hotel Costa Azul,2.0,Madrid
2c74f8b9-05a8-4d01-95f7-63ce3ed5671f,128,Amador,Escobar,amador.escobar@example.com,False,2025-02-09,2025-03-01,2025-03-02,6,300.82,Palacio Del Sol,4.0,Madrid
77204866-fdb5-45b7-94db-51140a40b06e,129,Nazaret,Requena,nazaret.requena@example.com,False,2025-02-10,2025-03-01,2025-03-02,3,350.4,Hotel Camino Del Sol,5.0,Madrid
5e9e808f-a53e-4255-9fc3-a4564be2063d,134,Otilia,Goñi,otilia.goñi@example.com,False,2025-02-03,2025-03-01,2025-03-02,16,453.73,Hotel Rincón Sereno,4.0,Madrid
84902ee1-c371-4fb4-ad4e-bc8d6de33f45,135,Georgina,Ferrando,georgina.ferrando@example.com,False,2025-02-05,2025-03-01,2025-03-02,15,427.93,Hotel Mirador Real,5.0,Madrid
904651ef-0e30-4880-ad20-6bb392a80aaa,136,León,Baños,león.baños@example.com,False,2025-02-12,2025-03-01,2025-03-02,5,173.56,Hotel Encanto Real,3.0,Madrid
92cdbb3d-7db3-4c60-b520-52107dc3cf18,137,León,Ortega,león.ortega@example.com,False,2025-02-08,2025-03-01,2025-03-02,3,193.86,Hotel Camino Del Sol,1.0,Madrid
1f822ddd-d04f-4cd4-8ac1-8c6c06583102,138,Salomón,Muñoz,salomón.muñoz@example.com,False,2025-02-12,2025-03-01,2025-03-02,17,222.36,Hotel Vista Alegre,2.0,Madrid
ce727457-b05d-4d48-b5e5-002a1a7274a8,139,David,Julián,david.julián@example.com,False,2025-02-03,2025-03-01,2025-03-02,11,198.89,Hotel Palacio Imperial,4.0,Madrid
be8685ea-5cc1-4983-bfe8-ccdf5170642e,144,Corona,Falcón,corona.falcón@example.com,False,2025-02-04,2025-03-01,2025-03-02,2,264.63,Hotel Brisas Del Mar,3.0,Madrid
1fd11394-7e1e-482b-8c16-8cb598f41e16,149,Marcelo,Vendrell,marcelo.vendrell@example.com,False,2025-02-04,2025-03-01,2025-03-02,15,269.69,Hotel Mirador Real,4.0,Madrid
7078d68a-f0a9-4e31-bde8-25b5247a1f38,150,Sebastian,Morera,sebastian.morera@example.com,False,2025-02-05,2025-03-01,2025-03-02,12,201.25,Hotel Luz De Madrid,2.0,Madrid
a0d92562-1485-4306-9dfb-a0078b2d0563,151,Manolo,Castejón,manolo.castejón@example.com,False,2025-02-03,2025-03-01,2025-03-02,3,491.31,Hotel Camino Del Sol,1.0,Madrid
ce0aa969-ffa5-4e65-8eee-fcdeef2505f4,152,Graciana,Pinilla,graciana.pinilla@example.com,False,2025-02-09,2025-03-01,2025-03-02,14,303.97,Hotel Sol Y Luna,1.0,Madrid
790cd2e1-ce99-4131-9c7d-73f3534dea93,153,Vanesa,Dávila,vanesa.dávila@example.com,False,2025-02-08,2025-03-01,2025-03-02,8,440.07,Hotel Las Estrellas,1.0,Madrid
18eff31c-cd63-4c05-a3f1-a0b05998018e,154,Marcial,Ramis,marcial.ramis@example.com,False,2025-02-07,2025-03-01,2025-03-02,1,145.24,Hotel Monte Verde,3.0,Madrid
edfdc0ed-e580-4373-9317-f56cd55f8ef9,155,Aarón,Mateu,aarón.mateu@example.com,False,2025-02-04,2025-03-01,2025-03-02,13,175.21,Hotel Los Almendros,3.0,Madrid
99d760d9-b9a0-4c9d-9e6d-d706238a743a,156,Tito,Montserrat,tito.montserrat@example.com,False,2025-02-06,2025-03-01,2025-03-02,3,58.71,Hotel Camino Del Sol,1.0,Madrid
737db8d2-ef89-4a22-850f-5140b2cc1e9b,157,Vasco,García,vasco.garcía@example.com,False,2025-02-07,2025-03-01,2025-03-02,5,150.89,Hotel Encanto Real,1.0,Madrid
eeea3e90-5d2e-4388-a71c-23f539a47218,158,Nadia,Doménech,nadia.doménech@example.com,False,2025-02-08,2025-03-01,2025-03-02,14,139.7,Hotel Sol Y Luna,5.0,Madrid
49f515de-4edd-4cbd-909a-7c4f53d16da6,159,Loreto,Villalba,loreto.villalba@example.com,False,2025-02-08,2025-03-01,2025-03-02,6,263.09,Palacio Del Sol,5.0,Madrid
3cc3f204-5347-4617-869f-cd1983b30c65,160,Estefanía,Naranjo,estefanía.naranjo@example.com,False,2025-02-02,2025-03-01,2025-03-02,2,364.75,Hotel Brisas Del Mar,2.0,Madrid
71d78fbd-4cbe-466f-b928-908ea21d416c,163,Arturo,Hierro,arturo.hierro@example.com,False,2025-02-12,2025-03-01,2025-03-02,14,98.63,Hotel Sol Y Luna,3.0,Madrid
5fe3f4a7-18e8-4fbd-b6c8-d6f0299f5af1,164,Emiliana,Beltran,emiliana.beltran@example.com,False,2025-02-06,2025-03-01,2025-03-02,7,228.48,Hotel Jardines Del Rey,1.0,Madrid
5bc1f02e-486a-4c23-aba4-1a4291958e21,166,Rodrigo,Urrutia,rodrigo.urrutia@example.com,False,2025-02-05,2025-03-01,2025-03-02,4,363.73,Hotel Puerta Del Cielo,5.0,Madrid
74e2b2c3-678d-49d5-9633-b5e0ef775ffb,169,Isidoro,Echeverría,isidoro.echeverría@example.com,False,2025-02-10,2025-03-01,2025-03-02,2,242.76,Hotel Brisas Del Mar,1.0,Madrid
f1252edf-cd6d-412d-9c99-47fdb83aeaaa,170,Josefa,Villaverde,josefa.villaverde@example.com,False,2025-02-06,2025-03-01,2025-03-02,13,55.68,Hotel Los Almendros,4.0,Madrid
a2d8a845-32af-4c60-b3a9-e74366b70db0,171,Cecilia,Ibañez,cecilia.ibañez@example.com,False,2025-02-12,2025-03-01,2025-03-02,11,336.0,Hotel Palacio Imperial,2.0,Madrid
93daea01-9f1a-4f34-b5e1-24ec1bd7b72b,176,Victoria,Salmerón,victoria.salmerón@example.com,False,2025-02-11,2025-03-01,2025-03-02,10,421.57,Hotel Torre Dorada,3.0,Madrid
de06e925-4221-416a-90d4-00bc635dd8c5,177,Mar,Taboada,mar.taboada@example.com,False,2025-02-06,2025-03-01,2025-03-02,5,423.82,Hotel Encanto Real,3.0,Madrid
0d986817-dbeb-4beb-9fc1-777a1e9f7cb2,178,Maricruz,Huertas,maricruz.huertas@example.com,False,2025-02-11,2025-03-01,2025-03-02,10,387.7,Hotel Torre Dorada,5.0,Madrid
e98bca35-fc68-46ab-a04e-8df6db644e15,179,Leonel,Vázquez,leonel.vázquez@example.com,False,2025-02-06,2025-03-01,2025-03-02,1,62.9,Hotel Monte Verde,2.0,Madrid
49dc985e-ca36-4692-9d8d-98b7bb5df716,180,Jorge,Llobet,jorge.llobet@example.com,False,2025-02-06,2025-03-01,2025-03-02,1,409.01,Hotel Monte Verde,3.0,Madrid
337f0a62-b5b0-4b4d-bfe8-aa043ad39af1,182,Nico,Montenegro,nico.montenegro@example.com,False,2025-02-11,2025-03-01,2025-03-02,7,54.56,Hotel Jardines Del Rey,1.0,Madrid
86fbb1c4-9241-4b45-8bf5-3d59c79fe6da,183,Cecilio,Chacón,cecilio.chacón@example.com,False,2025-02-02,2025-03-01,2025-03-02,18,269.85,Hotel Costa Azul,4.0,Madrid
d3500633-2caa-47b7-a6dd-796a37525dd2,184,Rodolfo,Corominas,rodolfo.corominas@example.com,False,2025-02-09,2025-03-01,2025-03-02,14,251.67,Hotel Sol Y Luna,1.0,Madrid
2dd3d6b4-198f-468d-ac48-989847fec748,185,Bernardo,Ribera,bernardo.ribera@example.com,False,2025-02-05,2025-03-01,2025-03-02,4,361.29,Hotel Puerta Del Cielo,5.0,Madrid
bd6deb8e-a500-4c0c-a706-24c1eec4fdce,186,Candela,Solano,candela.solano@example.com,False,2025-02-05,2025-03-01,2025-03-02,13,288.9,Hotel Los Almendros,5.0,Madrid
a7764d9c-3169-4669-91cf-8e205be4f5d7,188,María Luisa,Aller,maría luisa.aller@example.com,False,2025-02-11,2025-03-01,2025-03-02,6,163.12,Palacio Del Sol,2.0,Madrid
6455e672-2a92-49f3-9792-105c79f2bff1,191,Reyna,Rius,reyna.rius@example.com,False,2025-02-07,2025-03-01,2025-03-02,16,147.36,Hotel Rincón Sereno,3.0,Madrid
f9ab1c28-737c-4b6a-9134-288f1d72bba7,193,Leandro,Ruano,leandro.ruano@example.com,False,2025-02-06,2025-03-01,2025-03-02,7,491.22,Hotel Jardines Del Rey,3.0,Madrid
56025d69-5792-4f68-801a-5ffc77bd7e7c,194,Roque,Navarrete,roque.navarrete@example.com,False,2025-02-09,2025-03-01,2025-03-02,3,186.01,Hotel Camino Del Sol,2.0,Madrid
2b63564b-a163-4aa0-a3a2-d8d956eee050,195,Nazaret,Quiroga,nazaret.quiroga@example.com,False,2025-02-09,2025-03-01,2025-03-02,17,299.0,Hotel Vista Alegre,4.0,Madrid
f15ca9a2-2312-443a-9a78-ef7d1eee2b33,196,Priscila,Solsona,priscila.solsona@example.com,False,2025-02-12,2025-03-01,2025-03-02,16,308.32,Hotel Rincón Sereno,4.0,Madrid
29ee49b5-269a-49ee-9502-09f1d17d6d95,197,Esther,Amores,esther.amores@example.com,False,2025-02-11,2025-03-01,2025-03-02,15,484.46,Hotel Mirador Real,4.0,Madrid
37ef3cfc-c502-46dc-a51f-9391752151bd,198,Dora,Amores,dora.amores@example.com,False,2025-02-02,2025-03-01,2025-03-02,5,230.31,Hotel Encanto Real,5.0,Madrid
88bcf602-5eed-41e7-88e2-622948f06801,199,Tiburcio,Cerdá,tiburcio.cerdá@example.com,False,2025-02-11,2025-03-01,2025-03-02,10,118.27,Hotel Torre Dorada,3.0,Madrid
8695bdae-bb21-4404-a9cb-1c7b8156e981,200,Germán,Ayllón,germán.ayllón@example.com,False,2025-02-04,2025-03-01,2025-03-02,13,103.29,Hotel Los Almendros,5.0,Madrid
88b359a3-3ba5-4f55-adb3-eca51629e5d5,202,Nicolás,Pinilla,nicolás.pinilla@example.com,False,2025-02-04,2025-03-01,2025-03-02,11,221.16,Hotel Palacio Imperial,3.0,Madrid
cce6889f-55ea-4287-9058-26e77b538234,203,Paz,Robles,paz.robles@example.com,False,2025-02-04,2025-03-01,2025-03-02,9,187.41,Gran Hotel Madrid,5.0,Madrid
f2945ede-3cbe-4da5-9783-bce3017dae6b,204,Ceferino,Sosa,ceferino.sosa@example.com,False,2025-02-01,2025-03-01,2025-03-02,7,476.41,Hotel Jardines Del Rey,2.0,Madrid
fbaeb2d5-f1a9-4e56-a9a6-40e0ab6c9e70,205,Calista,Azorin,calista.azorin@example.com,False,2025-02-12,2025-03-01,2025-03-02,8,120.67,Hotel Las Estrellas,5.0,Madrid
25d87ec2-9485-4646-91ec-be1ae16a4988,206,Pancho,Gomez,pancho.gomez@example.com,False,2025-02-08,2025-03-01,2025-03-02,16,233.82,Hotel Rincón Sereno,3.0,Madrid
d3f37083-97d4-474d-9cae-d47055526b43,207,Mercedes,Arjona,mercedes.arjona@example.com,False,2025-02-10,2025-03-01,2025-03-02,11,368.12,Hotel Palacio Imperial,1.0,Madrid
